title,abstract
CLINTON'S ECONOMIC PLAN: The Energy Plan; Fuels Tax: Spreading The Burden,"  President Clinton wants to add some new letters to the Government's tax-code alphabet soup: B.T.U.   His proposed broad-based energy tax would apply to the energy content of nearly all fuels, as measured by the British thermal unit, or B.T.U. -- the quantity of heat needed to raise the temperature of a pound of water by 1 degree Fahrenheit."
Some Far Out (at Least for Now) Energy Ideas,"Researchers present intriguing concepts for turning sunlight into fuel, developing flat gas tanks and smoothing the flow of power to the grid."
Wind Power Raises $2.3 Billion in Hong Kong,"China Longyuan Power Group, the country’s largest wind-power producer, raised $2.26 billion in the world’s third-biggest initial public offering by an alternative energy company."
Transforming the Sludge at Newtown Creek,"The Newtown Creek Wastewater Treatment Plant in Greenpoint, Brooklyn, is being cast by the city as a potential source of renewable energy."
New Tax Break for Clean Energy Draws Scrutiny,"A defunct New Mexico coal plant would be revamped with the help of subsidies authorized by the new climate legislation, but a plan to rely on natural gas converted into hydrogen has generated criticism."
France Approves G.E. Deal for Alstom’s Energy Business,All that is needed now is the backing of Alstom’s shareholders at a Dec. 19 meeting and the agreement of the antitrust authorities in 20 countries.
Canadian Developers Lose Wind Subsidies,"The Canadian Wind Energy Association is expressing disappointment with the federal government’s recent decision not to expand or extend the so-called ecoEnergy program, which delivered subsidies to renewable energy developers."
Energy Efficiency the Green Mountain Way,Vermont ranks high in a new study on energy efficiency.
Indian Energy Institute Replaces Director Accused of Sexual Harassment,"Rajendra K. Pachauri, the former head of a United Nations panel on climate change, was replaced amid sexual harassment allegations from an employee."
North American Energy,Article by Wallace C Koehler Jr and Aaron Segal argues that proposed North American energy common market would be unworkable; urges pursuit of more modest and realistic opportunities for cooperation in energy (M)
The First Energy President,The greatest thing George Bush could do would be to dedicate his coming State of the Union address to completing Gerald Ford’s energy independence agenda.
The Capitol Energy Crisis,Climate change is not a hoax. The hoax is that we are really doing something about it.
Senate Passage of Energy Bill Appears Assured,"Senate shows bipartisan support for bill that would expand energy production in Gulf of Mexico; consensus may be fragile, and bill, if approved in final vote, would have to be reconciled with different drilling bill approved by House; bill identifies 8.3 million acres for new energy development in gulf; it would create protections for Florida's western coastline and give other gulf states percentage of royalties that now accrue to government; photo (M)"
Canadian Hydro Rejects TransAlta Offer,The directors of Canadian Hydro described the proposed deal as undervaluing the assets and prospects of the renewable energy firm.
Correction,"The Practical Traveler column last Sunday about eco-conscious travel misstated the Internet address for MyClimate, a program to aid development of renewable energy sources. It is www.myclimate.org."
Energy Plea on Sun Day: Convert Dream to Reality,"Sun Day is observed across US with series of demonstrations, festivals, exhibitions, parades and hikes; comments by Robert and Lola Redford, UN Amb Andew Young, Denis Hayes (WorldWatch Inst) and Barry Commoner noted; illus (M)"
Where Peace Comes Whizzing By,"While making a movie, Carrie Schoenfeld built a fossil-fuel-free country house with her husband."
Operating Costs Are Down While Energy Capacity Is Up : Windmills Are on a Roll,"Most modern technologies seem to develop in leaps and bounds by overnight revolutionary discoveries. Not so windmills. The world's fastest growing form of energy production has developed through slow, incremental advances in technology as well as through"
Britain's next leader faces crucial energy challenges,"LONDON — Britain's North Sea oil reserves are dwindling fast, its nuclear plants are aging and it is setting itself ambitious carbon-cutting targets that no one is quite sure how to meet. Energy may be the issue that Gordon Brown can not ignore when he succeeds Tony Blair as prime minister next month, as he seems bound to do in the absence of any challenger."
After the Voting: What May Lie Ahead for Business in America,"Oil prices are likely to continue as key factor in shaping of Pres Bush's energy policy during second term; administration is expected to favor opening of Arctic National Wildlife Refuge as means of increasing domestic oil supply and may take some steps to reduce demand, such as encouraging development of hybrid cars and renewable energy sources; is expected to continue opposition to releasing oil from strategic petroleum reserve to bring down prices (M)"
Operating Costs Are Down While Energy Capacity Is Up : Windmills Are on a Roll,"PARIS—  Most modern technologies seem to develop in leaps and bounds by overnight revolutionary discoveries. Not so windmills. The world's fastest growing form of energy production has developed through slow, incremental advances in technology as well as through changes in political attitudes over decades. "
New Rules May Cloud the Outlook for Biomass,"In Massachusetts and elsewhere, environmentalists are questioning the clean and renewable energy claims made by developers of biomass power."
The Energy Wall,"A virtual wall of energy independence will enable us to continue to engage on a reform agenda with the most progressive Arabs and Muslims, but without being hostage to the most malevolent."
A Nobelist’s Energy Pitch for Obama,A Nobel winner in physics presents his pitch for the president on energy and climate.
Experts and officials urge an 'energy revolution',"BANGKOK — The world's established and emerging powers will need to divert substantially from their current main energy sources within a few decades to limit centuries of rising temperatures and seas driven by the buildup of heat-trapping emissions in the air, the top body studying climate change concluded Friday."
"Oil profits soar, but the industry’s future remains uncertain","Here are four climate takeaways from a dramatic turnaround — a year after a surge of shareholder activism in the industry, as well as a remarkable court ruling against Shell."
"Energy Rhetoric, and Reality","Once again, we have heard this president make big promises about energy independence. Once again, we fear that very little will change."
Difficulties of the Chinese Market,"K. K. Chan, the chief executive of a company that invests in renewable energy sources in China, said that the market was “very difficult” for outsiders, during The International New York Times Energy for Tomorrow conference."
"A New Enforcer in Buildings, the Energy Inspector","Building inefficient homes locks in waste for decades, but construction codes for many states and cities are weak."
Nike Makes Environmental Strides and Abandons Carbon Offsets,Nike’s corporate responsibility report cites broad environmental gains — and indicates that the company is curtailing its use of carbon offsets as a way of reducing its footprint.
A Fight for a Mountaintop,"As mountaintop removal mining has become increasingly controversial across Appalachia, the debate over the fate of Coal River Mountain has become something of a symbolic line in the sand."
Power Line Project Faces Challenges in California Valley,The debate about the Sunrise Powerlink may be a dress rehearsal for skirmishes across the country over renewable energy and the need to add miles of transmission lines to reach consumers.
Whose Subsidies Trump Whose?,"Comparisons are difficult, but a new report calculates that nuclear, oil and gas subsidies in those industries’ early years exceed the subsidies that have gone to renewable energy."
Forging Ahead on Nuclear Energy in Turkey,"As governments around the world scramble to freeze or review their nuclear energy programs in response to Japan’s crisis, Turkey announced plans for the first of its own nuclear plants."
Urban League Splits With the  N.A.A.C.P.   On Energy Position,Natl Urban League pres Vernon E Jordan objects to nuclear energy as alternative energy source (S)
"At Solar Conference, Robert F. Kennedy Jr. Sees Tide Turning For Clean Energy","In a barn-burning speech on Wednesday, he unleashed an attack on the coal industry, and later chatted with Green Inc."
Corporate Heavies Urge Tripling U.S. Clean-Energy Funding,"A new council composed of General Electric Co. CEO Jeff Immelt, Microsoft Corp. Chairman Bill Gates and other corporate execu..."
Energy Markets Are Jittery as Russia-Ukraine Tensions Drag On,"Oil prices are well over $90 a barrel, and an invasion would most likely push them above $100. Reflecting the uncertainty, stock markets were sliding lower."
Reviving the Energy-From-Trash Concept,"Waste Management, the garbage giant, wants to revive the idea of converting trash to electricity, but it is a controversial subject."
Up For Renewal,"In this lesson, students learn about China’s nationwide renewable energy law and its expanding wind energy industry. They then explore various types of modern renewable energy sources and the ways in which they are implemented."
Ukraine and the Mirage of Energy Independence,Domestic oil and gas production in the U.S. boomed in recent years. But the country and its allies remain reluctant to impose sanctions on Russian energy that would damage their economies.
Making Energy Efficiency Attractive for Owners of Older Seattle Buildings,"A program in Seattle maps a way to make expensive retrofits pay off for all involved — building owners, investors and utilities."
"Rhetoric, but Scant Funds, for Wind Power","The head of New England’s power grid said Thursday that alternative energy is popular, but is not being funded, leading to uncertainty in the market, The Associated Press reported."
Energy Providers Seek Grant As Step to Build Nuclear Plant,"NuStart Energy Development, consortium of companies, plans to ask Energy Department for $400 million grant to help prepare bid to build nuclear power plant; Tennessee Valley Authority and Duke Power have joined consortium since group announced interest in building plant; separately, six companies have applied for department help with $4 million project to explore building reactor in northern Alabama at site of Tennessee Valley Authority's abandoned Bellefont project (M)"
Ancient Italian Town Has Wind at Its Back,"Faced with high electricity rates, small communities across Italy are making renewable energy."
A Modern Solution in an Ancient Town,6 Q’s About the News |What renewable-energy revolution is spreading across Italy?
A Bet 20 Years Ago Made It the Exxon of Green Power,"Iberdrola is a leader in wind and solar power, thanks largely to a bet its C.E.O. made 20 years ago."
"With Russia using energy as leverage, the quest in many parts of Europe is to shrink demand.","Germany may be most vulnerable to Russia’s energy squeeze, but many other countries are also facing, at minimum, high prices and restricted supples."
Pondering Energy Alternatives,The time has come to think about power for the cabin.
Did Democrats Just Save Civilization?,"On climate, Biden got almost everything he wanted."
The R&B Star Akon and an Emirates Foundation Invest in a Solar Energy Work Force for Africa,"A hip-hop star, Akon, and a young solar-technology instructor visit the U.N. to show how they are lighting up Africa."
"In Oval Office Speech, Obama Calls for New Focus on Energy Policy",President Obama said he would instruct BP  officials to “set aside whatever resources are required to compensate the workers and business owners” harmed by the “company’s recklessness” in the oil spill.
Berkshire Hathaway Makes a $9 Billion Bid for Energy Future Holdings,"The deal would augment Berkshire Hathaway Energy, whose collection of utilities delivers power to 11.6 million customers across the West and Midwest."
Feed-In Tariffs Contemplated in the U.S.,Policymakers in several states are considering a new tool to boost renewable energy production: feed-in tariffs
The Magic Kingdom Is Going Green,Disney is turning to solar power generated just outside its huge Florida theme parks.
WEST MAY OFFER AN INFORMAL BAN ON SMALL A-TESTS; Eisenhower and Macmillan Expected to Weigh Short Renewable Moratorium TALKS TO BEGIN TODAY British Favor 'Gentlemen's Accord' Instead of Treaty in Reply to Soviet Plan WEST MAY OFFER AN INFORMAL BAN,"Eisenhower and Macmillan to study proposing informal accord for short, renewable moratorium; Macmillan and Herter conf with their disarmament aides"
N.A.A.C.P. Tells Local Chapters: Don’t Let Energy Industry Manipulate You,The civil rights group is trying to stop state and local branches from accepting money from utilities that promote fossil fuels and then lobbying on their behalf.
"California points the way, in the United States, to an energy-efficient future","SAN FRANCISCO — California, in the 1970s, passed a law to prioritize energy efficiency. Since then, annual average per capita consumption in the United States has risen to 12,000 kilowatt hours from 8,000 kilowatt hours, but consumption in California has remained flat, at 7,000 kilowatt hours. Among the 50 states, California now tops the ranking for per capita energy efficiency, up from 28th place in 1976."
Japan’s Nuclear Future in the Balance,"The accident at the Fukushima Daiichi plant may cause Japan to import more fossil fuels rather than increase its reliance on renewable energy sources, experts say."
How to Spark an Energy Quest,What’s the best way to trigger a clean-energy quest?
Video Views of Our Inconvenient Minds in the Context of Climate Science and Energy Solutions,Two videos take a creative and revealing look at human behavior and perception in a changing climate.
"Answers About Alternative Energy in the City, Part 3","Carol E. Murphy answers a third and final round of City Room readers’ questions about biofuels, wind turbines, hybrid cars and other energy and environmental concerns."
E.On Powers Up Deal for Airtricity Assets,"E.On, the German utility, bought the North American assets of Airtricity, an Irish operator of wind parks, for about $847 million to expand in renewable energy. "
Clinton Breaks Silence on Keystone XL,Hillary Rodham Clinton came out in opposition to the oil pipeline at a campaign event in Des Moines.
Germany Extends Nuclear Plants’ Life,"Germany will extend the life spans of 17 plants while alternative energy sources are developed, which is likely to make money for power companies and the government."
Germany Extends Nuclear Plants’ Life,"Germany will extend the life spans of 17 plants while alternative energy sources are developed, which is likely to make money for power companies and the government."
China Reportedly Plans Strict Goals to Save Energy,"The five-year goal reflects concerns about the effects of high fuel costs on national security, inflation, trade and pollution."
"A Futuristic Energy Plan, 100 Years in the Making","A third generation of experimental power generating turbines will soon be installed under the East River, harnessing the energy of the tides."
California's Energy Crunch,"Editorial says California has energy shortfall because no new plants were built in 1990's while prices were low, supplies were plentiful and producers wanted to wait until they better understood new era of deregulation; says in New York, which also has potential supply-demand problem, there are more than 50 applications to build new power plants; says state must move these projects along expeditiously while insuring that they are constructed and situated in environmentally responsible manner; says Albany must find ways to increase energy efficiency"
Energy Dept. to Raise Efficiency of Air-Conditioners and Heat Pumps,"Energy Dept issues rule that will increase efficiency of new residential central air-conditioners and heat pumps by 30 percent, with eye to potential electric crises after rule takes effect in 2006, and beyond; rule was required by 1987 law but then blocked by Congress in mid-90's and delayed further by dispute in air-conditioner industry; it is being issued at almost last possible moment of Clinton administration (M)"
"Paying Extra for Green Power, and Getting Ads Instead",It is proving difficult to say exactly how customers’ voluntary payments for wind and solar power are actually used.
Tough Climate Math in the Face of CO2 and Energy Forecasts,Trajectories for energy demand and CO2 lead to tough math for limiting climate risk.
Panel Urges Global Shift on Sources of Energy,Energy experts urged nations to move swiftly away from the use of coal and provide new options for the two billion people who still mostly cook in the dark on wood or dung fires.
"Letters; Prestigious but Wrong Price Tag for Solar Energy Our Government The Crime Maker By Trolley on 42d, 34th and All Around Help for Shcharansky An Israeli Right A Guessing Game Called G.O.P. Primary Carey's Windfall Tax",
The dark side of 'going green' in China,"China is trying to clean up its pollution problem after years of promises and a focus on clean, renewable energy. But the problem is complicated with factories there still using dirty energy like coal to produce their solar panels and wind turbines. Meg Teckman reports."
Energy Bill Gives Way To Old One In the Senate,"Senate, bogged down on new energy bill, dusts off version passed last year under Democratic majority and approves it again, 84-14; Sen Pete Domenici vows to add Republican provisions in conference with House (M)"
Chile's destructive  Patagonia energy project,"Recently, environmental activists and local residents gathered near the small Chilean town of Cochrane to protest a plan to build a series of hydroelectrical dams."
A Question for BP’s New Chief,Robert Dudley once oversaw renewable energy activities at BP. Would he consider a bigger commitment to alternative energy sources?
Struggling Steel Town Awaits a Second Act,"As unemployment rises, Pueblo, Colo., is banking on renewable energy for new jobs, and renewed hope, as the home of the world’s largest wind tower manufacturing plant."
The Hamptons Love Green Energy. But That Wind Farm?,"The transmission line would go through an area where homeowners include the billionaire Ronald Lauder and Marci Klein, daughter of Calvin Klein."
Resilience In Energy Strategy,"Amory Lovins article says NYC power blackout shows that US power systems are not sufficiently resilient in face of the incalculable; urges shift from large, centralized power systems to local systems, more efficient use of energy and development of renewable sources of energy that are matched in scale and in energy quality to tasks at hand"
Eastern Europe Looks to Neighbors to Break Russia’s Energy Grip,Countries of Eastern Europe are turning more to one another in search of quicker — and less expensive — ways to secure a reliable supply of gas.
John Kerry Says World Isn’t ‘Getting the Job Done’ on Climate Change,"John Kerry, the U.S. envoy for climate change, warned of the dangerous consequences of a warming planet and announced the start of a partnership with the Indian government to speed up its transition to clean energy."
"Oil dispute highlights need for Europe to diversify energy resource, analysts say - Business - International Herald Tribune","BERLIN — The dispute between Russia and Belarus over oil is the latest reminder that Europeans must start diversifying to reduce their dependence on Russian oil and natural gas if they want secure sources of energy, analysts said Monday."
Next Steps on Climate and Energy,A new century demands new approaches to satisfy energy needs while limiting the human influence on climate.
Manure Becomes a Fuel Supply,"At one of the largest dairy farms in the country, electricity generated by an endless supply of manure runs the equipment to milk around 30,000 cows three times a day."
The Gas Is Greener,"Sunlight and wind are naturally replenished, but converting them into electricity requires vast amounts of other natural resources."
States Aim for Green Power,Twenty-three states and the District of Columbia have established guidelines for how much electricity should come from sources like wind and solar.
Ecology Fuels Energy Studies,"  IN THE 1950's, when oil was cheap, the United States was an exporter and families still outnumbered cars, energy was not part of the standard elementary school curriculum, unless civil defense drills -- putting a duffel coat over one's head and crouching under the desk while waiting for nuclear attack -- can be considered a lesson in high-energy physics. By 1980, though, the United States had weathered two oil shortages and children were sometimes drafted as energy wardens, telling parents to turn down the thermostat, turn off lights and drive slower.  What's School Role?    Today, the threat of both nuclear war and oil shortages are fading into the past. What role is left for energy in the schools?"
"The Energy Plan: Points of Light, and Heat",To the Editor:
Drilling Plan May Buoy Efforts on Energy Policy,"James Carville, the marquee Democratic strategist, sees encouraging political signs in President Obama’s new plan to expand domestic oil drilling."
"Europe Approves Energy Strategy and Belarus Restrictions, but Stumbles Over Borders",There was little evidence at this week's E.U. summit that Europe is prepared to take on the tough questions of further integration.
"As Ethanol’s Luster Fades, Communities Struggle",The drought that has ravaged much of the nation’s crops has pushed commodity prices so high that ethanol has become too expensive to produce.
Trump Budget Proposes Deep Cuts in Energy Innovation Programs,The spending plan also calls for raising billions of dollars by opening up public lands to oil and gas drilling and selling oil from the Strategic Petroleum Reserve.
Consensus on New Energy Policy Eludes German Leader,Chancellor Angela Merkel is struggling to find consensus on the future of Germany’s nuclear plants.
Up and down  the energy learning curve,The cramped rules of the presidential debates and the McCain campaign's descent into content-free name-calling mean that voters are unlikely to hear a serious debate about energy issues.
House to Leave Fuel Efficiency Out of Debate on Energy Bill,House Speaker Nancy Pelosi decided not to allow a vote on an amendment that would have required cars and light trucks to achieve a fleet average of 35 miles per gallon by 2019.
The Fight Over Wind Power in Vinalhaven,A small group of island residents are fighting three wind turbines built on the island of Vinalhaven off the coast of Maine.
"As G.O.P. Guts Energy Research Spending, Where’s George Will, Science Defender?",Republicans slash the federal investment in basic science on energy frontiers.
Climate Activists Defeat Exxon in Push for Clean Energy,Shareholders elected at least two of the four directors nominated by a coalition of investors that said the oil giant was not investing enough in cleaner energy.
"Trains That Run Like, and on, the Wind","Deutsche Bahn, the German national railroad company, expects to make its trains carbon-free by 2050, relying entirely on renewable energy sources."
"Business Day Live | March 23, 2012",Edward Wyatt reports on the JOBS Act; columnist James. B. Stewart looks at Representative Paul Ryan's tax cut plan; and American energy production is on the rise.
A Burst of Energy in Bangladesh,"The government has made great strides in increasing energy capacity. But it needs to give power to the people, too."
Europe Rethinks Its Reliance on Burning Wood for Electricity,"A new proposal would significantly rewrite E.U. rules on renewable energy, ending subsidies for biomass like wood pellets."
"Anya Cherneff, Bennett Cohen","The couple founded Empower Generation, a nonprofit group that aims to help women in Nepal start renewable energy businesses."
U.S energy bill aids the expansion plans of atomic power plants,"WASHINGTON — A one-sentence provision buried in the Senate's recently passed energy bill, inserted without debate at the urging of the nuclear power industry, could make builders of new nuclear plants eligible for tens of billions of dollars in government loan guarantees."
"Google’s New Search — for Cheap, Clean Electricity","Google announces Renewable Energy Cheaper Than Coal, an initiative to invest in projects that aim to make nonpolluting technologies for generating electricity competitive with coal."
Making Way for Wind Power,Companies hoping to spread renewable energy across the country are facing opposition from landowners and local regulators.
Rick Perry Is Said to Be Resigning as Energy Secretary by Year’s End,"An aggressive promoter of President Trump’s fossil fuel agenda, Mr. Perry ended his run as one of the longest-serving cabinet members in a tumultuous administration."
Marshaling the Winds of Mongolia,A large wind turbine installation that is planned is expected to one day account for 5 percent of the nation’s total electricity and further jump-start its renewable energy portfolio.
Energy Companies Don't Use Half of Federal Land They Lease,Environmental Working Group reports that oil and gas developers in Western states are using less than half of land they lease from Interior Department; also says volume of natural gas from areas in use has increased for all but one of last seven years; report was compiled from Bureau of Land Management records; chart compares acreage leased to acreage in use (M)
"Top White House Aide Voices Pragmatic Approach on Health Care, Energy","In an interview, the White House chief of staff uses the 100-day mark of the new administration to stress the art of compromise on key initiatives like overhauling health care and energy."
Rick Perry Regrets Call to Close Energy Department,"When he was running for president, Mr. Perry said the department should be shut down. He takes a different view, now that he has been picked to run it."
"Of China, Texas and Green Jobs",A private equity firm responds to complaints from Green Inc. readers that a planned wind farm in west Texas is sending jobs — and stimulus funds — to China.
"Update Liberalism, Or It's a 60's Relic",WASHINGTON--Liberals are losing cause after cause. SALT II died without a fight. Defense spending is increased. Social programs are cut. Renewable resources get far too little ...  
Democrats Press Oil Executives to Stop Fighting Climate Action,"Executives from ExxonMobil, Chevron, BP and Shell refused to stop lobbying against efforts to reduce emissions, or to tell their powerful trade groups to stop working against electric vehicles."
"Study Forecasts 297,000 Green Jobs","The Union of Concerned Scientists forecasts that nearly 300,000 jobs would be created if the nation succeeded in getting 25 percent of its electricity from renewables by 2025."
‘Battery University’ Aims to Train a Work Force for Next-Generation Energy Storage,"The United States leads the world in battery research, but skilled manufacturing labor lags. Battery University seeks to change that with education."
"House, 314-100, Passes Broad Energy Bill; Bush Plans to Sign It","The legislation would slowly but significantly change the cars Americans drive, the fuel they burn, the way they light their homes and the price they pay for food."
U.S. Military Orders Less Dependence on Fossil Fuels,"With insurgents attacking American fuel supply convoys into Afghanistan, the military is pushing renewable energy sources like solar power."
Officials Designate Public Lands for Solar Projects,Some 22 million acres in six states would qualify.
Macron Unveils France’s 2030 Investment Plan,"President Emmanuel Macron of France said his country would spend $34.6 billion on developing small nuclear reactors, green hydrogen power and other strategic investments over the next five years to revitalize and decarbonize the French economy."
"Nuclear Plants, Despite Safety Concerns, Gain Support as Clean Energy Sources",Some environmentalists have come to accept nuclear power as a low-emission source of electricity. But the industry is struggling to compete with cheap natural gas.
Is Wind Worth It?,"An analyst at a conservative policy institute suggests that economically, the high costs of wind energy argue against its playing a big role in electricity generation."
On Our Radar: A Greenhouse for Algae,Exxon’s $600 million experiment with algae biofuels moves to the greenhouse.
Credit Suisse Ponies Up $300 Million for Clean Energy Deals,"Credit Suisse Group will allocate at least $300 million to Hudson Capital Management‘s Hudson Clean Energy Partners fund, the companies announced Thursday."
The Energy Bill Gets Worse,"Editorial says Congress has passed two mediocre bills that do not address country's long-term energy needs, and handed task of reconciling them to Sen Pete Domenici and Rep Billy Tauzin, both 'reliable allies' of fossil fuel industry; says almost certain outcome is tired compendium of tax breaks and subsidies for energy producers leavened by few gestures toward energy efficiency; says Democrats should filibuster this bill into extinction, but doubts they will because they, like Republicans, receive campaign money from established industries being protected in bill"
Bush Shows His Green Side to Sell Agenda,"Pres Bush signs executive orders speeding federal approval fo energy projects around the country, doing it at Depression-era hydroelectric station on Susquehanna River in Conestoga, Pa, a backdrop carefully chosen to cast Bush in role of compassionate conservationist; is clearly mindful of polls showing many Americans worry that his administration is too attuned to desires of oil and gas industries from which several cabinet members have sprung; photo (M)"
Coal Country’s Power Plants Are Turning Away From Coal,Corporate demand for electricity from renewable sources to meet clean-energy goals is leading utilities to cut the use of a politically prized fuel.
Shale’s Effect on Oil Supply Is Forecast to Be Brief,"A report by the International Energy Agency predicts that so-called light tight oil will peak around 2020, then plateau."
Editorial: New Energy Outfoxes Old in California,"When it came to California’s global warming law, the state’s hedge fund and venture capital investors won the day Tuesday, The New York Times’s editorial board says."
Excerpts From the Vice President's Speech on Energy Policy,Excerpts from Vice Pres Gore's campaign speech on energy policy (M)
"As Miners Chase Clean-Energy Minerals, Tribes Fear a Repeat of the Past",Mining the minerals that may be needed for a green energy revolution could devastate tribal lands. The Biden administration will be forced to choose.
Veto of Energy Measure Is Raised as a Possibility,The White House has raised last-minute concerns over regulation of automobile emissions and fuel economy that aides said Tuesday could lead to a presidential veto of the energy bill now before Congress.
Romney Unveils Plan for Energy Independence,Mitt Romney’s plan would allow states more control over their resources and expand offshore oil and gas drilling.
Life After Oil and Gas,"Wind, water and sun could power the United States. But will they?"
Wishful Wedges and the Energy Quest,One of the scientists who designed a popular way to break the climate challenge into pieces says it was misused by climate campaigners.
TransAlta Extends Hostile Bid for Canadian Hydro,"TransAlta has decided to extend its hostile offer for Canadian Hydro Developers by two weeks, after repeated rebuffs of its offer for the renewable energy company."
"Everybody Loves Solar Energy, But...","LEAD: ON A SUMMER MORNING, just before dawn, the sky turns a coppery gold above the Mojave Desert, a 15,000-square-mile expanse of sand and sagebrush in southern California. In the handful of communities clinging to the two-lane highways crisscrossing the desert, nothing breaks the quiet except for the occasional trucker pulling over at a dusty drive-in."
Turning Wood Chips into Gasoline,"If KiOR, a start-up venture, actually begins shipping gas and diesel, It would be a first in the cellulosic biofuels field."
Wind Industry Lobbies for Tax-Credit Extension,"The so-called production tax credit is due to expire at the end of 2012; the last time it lapsed, at the end of 2003, development of new wind projects tapered off significantly."
Shaping Energy Menus Through 2030,"In a country flush with tar sands, gas and hydro power, a discussion about energy paths through 2030."
Wind Energy Boosters Make Another Foray On East End,"Article on Long Island Power Authority's proposal, in aftermath of August 14 blackout, to build 100-foot-tall windmill on Quail Hill Farm in Amagansett; photo (M)"
Chinese and U.S. Partners to Build Big West-Texas Wind Farm,"A consortium of Chinese and American companies announced a joint venture today to construct a $1.5 billion, 600-megawatt wind farm in West Texas, utilizing wind turbines manufactured in China."
U.S. Official Affirms Nuclear Loan Guarantees,Solar and wind developers have also come to rely on the guarantees as the banking sector has grown more risk-averse.
Falcons vs. Windmills,A short documentary set in the Flow Country – a corner of the Scottish Highlands — looks at a conflict between conservationists and proponents of renewable energy.
President's Summary of Budget Plans in Key Areas; Tax Proposals Defense and International Energy Education and Employment Health Basic Research Agriculture Revenue Sharing ,"The budget reflects the Administration's windfall profit tax proposal, which is designed to capture a part of the windfall profits of domestic oil producers that result from decontrol of domestic oil prices and rapid increases in world oil prices.  "
Solar Power Is Burning Bright. But It’s Hardly Twilight for Fossil Fuels.,The world added more solar power than any other energy source in 2017. But it's still a tiny fraction of total electricity.
Netanyahu Pledges to Reduce Israel’s Carbon Footprint,"At President Biden’s climate summit on Friday, Prime Minister Benjamin Netanyahu of Israel pledged to reduce Israel’s carbon footprint by investing in more renewable energy and eliminating its use of coal by 2025."
EU Liberalization and the Future of Kyoto Protocol Trouble Investors : Uncertainties Cloud Energy Sector,"FOR THOSE in California suffering from disruptive energy shortages, it may be surprising to learn that most of Central and Eastern Europe is struggling with overcapacity. .During the Soviet era, energy generation plants, whether nuclear, coal or hydro,"
‘Peak Oil’ Is a Waste of Energy,"A careful examination of the facts shows that most arguments about the theory of peak oil are based on anecdotal information, vague references and ignorance of how the oil industry operates."
A Cool Ride That Saves Gas,Energy Department National Renewable Energy Laboratory reports that if every car or truck in America had ventilated seats that gas consumption could be reduced by 7.5 percent; drawing (S)
Assessing China’s ‘Low-Carbon Dragon’,"China is still a major polluter, but the country -- in part spurred by an ambitious 2005 Renewable Energy Law -- is quietly becoming a hub for renewable energy manufacturing and development. Will it last?."
Assessing China’s ‘Low-Carbon Dragon’,"China is still a major polluter, but the country — in part spurred by an ambitious 2005 Renewable Energy Law — is quietly becoming a hub for renewable energy manufacturing and development. Will it last?"
Barry Commoner Buoyed by Response to Citizens Party Movement,"WASHINGTON, Jan. 27 Barry Commoner, biologist, environmentalist, author and political activist, smiled as he recalled his appearance last June on the Phil Donahue television show. It was the first time that he had mentioned the idea of mounting a new political party, the Citizens Party, before a public audience.  "
Clinton Energy-Saving Rules Are Getting a Second Look,"Energy Department is reviewing energy efficiency standards, issued in last weeks of Clinton administration, for new clothes washers, central air-conditioners and water heaters (M)"
Democrats Unveil Green New Deal,House Democrats introduced a resolution calling for a sweeping environmental and economic mobilization that would make the United States carbon neutral by 2030.
From Rooftops to Algae Pools: Orlando’s Vision for Carbon-Free Energy,"On its own and in league with other cities, Orlando is working to curb climate change, starting with the electricity it generates."
"Germany goes greener, at a cost","Germany is reforming its renewable energy law in a bid to stop costs rising so quickly, as it makes the transition from nuclear and fossil fuels to green energy, which accounts for 25 percent of Germany's electricity. As Joanna Partridge reports it will force new investors in green power to take some risk."
Role for Wind Energy Seen Far Off,"Participants in natl conf of Amer Wind Energy Assn, Boulder, Colo, say that wind will not be major source of energy in US before 2000 and that even then the primary users will be farmers; Dr Robert Thresher of ERDA and assn execs Richard Katzenberg and Ben Wolff comment (S)"
"‘Soft’ Energy, Hard Choices","Article on debate over thesis of Amory B Lovins that 'hard' energy technologies, such as giant centralize elec power stations, must give way to 'soft' technologies based on renewable sources of energy, such as solar power; views of critics detailed; his illus; illus of nuclear fuel rods, solar cells and windmill (L)"
Bloomberg Visits Iowa to Talk About Climate Change,"Michael Bloomberg, the former New York mayor who is mulling a run for president, spoke about renewable energy in Iowa, and said he believed coal “is the most polluting thing we have.”"
Feed-in Tariffs: Ontario’s Experience,"As several states contemplate feed-in tariffs to spur renewable energy growth, a neighbor to the north has some advice: Hang on to your hats."
Canada's Oily Sands Yield Energy and Protests,The oil sands hold more than 170 billion barrels of recoverable oil. But its labor- and energy-intensive extraction are drawing attention along with a planned pipeline from Alberta to Texas.
How Clean Is Clean?,"President Obama wants nuclear energy, natural gas and “clean” coal counted in setting a goal for 80 percent of the nation’s electricity to come from clean sources by 2035. Should they be?"
"Nuclear Power Gets New Push in U.S., Winning Converts","With challenges in meeting clean energy goals and new electricity demands, politicians in both parties seek to prolong and even expand reactor use."
"Profits surge at Shell and Total, reflecting higher oil and gas prices.","Both companies are investing in renewable energy, but fossil fuels still drive their earnings."
Economic slump may limit moves on clean energy,"Just as the world seemed poised to combat global warming more aggressively, the worldwide economic slump and plunging prices of coal and oil are upending plans to wean businesses and consumers from fossil fuel."
